ID,is_lens,Einstein_area,numb_pix_lensed_image,flux_lensed_image_in_sigma
111012,0,3.01E-11,0,0
111013,1,4.29E-11,265,983.057
111014,1,2.80E-11,144,384.752
111015,1,6.56E-11,283,1082.5
111016,0,4.35E-11,0,0
111017,1,3.11E-10,219,366.011
111018,0,1.25E-11,0,0
111019,0,1.72E-10,0,0
111020,1,1.23E-09,904,2656.03
111021,0,1.96E-11,0,0
111022,1,2.63E-10,314,535.178
111023,1,1.15E-09,49,79.941
111024,0,6.10E-10,0,0
111025,1,1.83E-09,53,71.9343
111026,1,1.10E-09,23,27.3443
111027,0,1.28E-09,0,0
111028,0,2.60E-09,0,0
111029,0,7.05E-10,0,0
111030,0,3.01E-10,0,0
111031,1,3.10E-11,73,130.639
111032,0,3.87E-10,0,0
111033,1,8.30E-12,28,32.2298
111034,0,1.32E-10,0,0
111035,0,7.67E-11,0,0
111036,0,1.22E-11,0,0
111037,0,3.91E-11,0,0
111038,0,6.01E-11,0,0
111039,1,1.23E-11,190,633.658
111040,0,4.72E-11,0,0
111041,0,7.90E-11,0,0
111042,0,9.41E-10,0,0
111043,0,1.12E-09,0,0
111044,1,7.47E-12,64,246.757
111045,0,5.16E-11,0,0
111046,1,3.76E-10,157,235.888
111047,1,2.51E-10,249,407.889
111048,0,3.01E-10,0,0
111049,0,1.11E-11,0,0
111050,1,4.17E-10,40,98.0678
111051,1,1.11E-11,23,41.4255
111052,0,9.87E-10,0,0
111053,1,2.76E-11,58,87.6925
111054,1,1.47E-10,207,363.259
111055,0,2.18E-09,0,0
111056,0,7.91E-10,0,0
111057,1,7.68E-12,122,469.061
111058,0,7.99E-12,0,0
111059,0,6.21E-10,0,0
111060,1,9.65E-10,444,759.618
111061,0,5.79E-11,0,0
111062,0,6.87E-10,0,0
111063,1,6.17E-10,697,2356.53
111064,0,1.42E-11,0,0
111065,1,1.41E-11,0,0
111066,1,4.65E-11,212,484.906
111067,0,1.99E-10,0,0
111068,0,6.75E-12,0,0
111069,1,1.52E-10,16,17.9775
111070,0,1.10E-10,0,0
111071,0,1.04E-10,0,0
111072,0,9.54E-11,0,0
111073,0,1.97E-11,0,0
111074,0,2.58E-10,0,0
111075,0,2.00E-11,0,0
111076,1,4.58E-11,148,463.775
111077,0,7.68E-12,0,0
111078,0,1.27E-09,0,0
111079,0,2.38E-09,0,0
111080,0,3.24E-10,0,0
111081,1,3.60E-11,394,10662.3
111082,0,2.57E-09,0,0
111083,1,6.02E-10,0,0
111084,0,2.89E-09,0,0
111085,1,1.36E-09,46,54.2776
111086,1,5.03E-10,41,74.5758
111087,0,9.96E-10,0,0
111088,0,2.68E-11,0,0
111089,0,3.96E-11,0,0
111090,0,1.83E-10,0,0
111091,0,9.03E-12,0,0
111092,1,1.60E-11,161,1046.3
111093,1,2.07E-11,9,10.6165
111094,0,3.79E-11,0,0
111095,1,2.48E-11,23,46.4629
111096,1,6.85E-12,215,772.448
111097,0,1.03E-10,0,0
111098,0,1.90E-10,0,0
111099,0,2.49E-09,0,0
111100,0,4.98E-11,0,0
111101,0,1.84E-10,0,0
111102,0,2.22E-11,0,0
111103,1,1.89E-10,720,9412.21
111104,0,7.19E-11,0,0
111105,0,5.47E-11,0,0
111106,0,2.63E-11,0,0
111107,1,8.30E-10,297,399.27
111108,0,9.44E-11,0,0
111109,0,1.23E-11,0,0
111110,0,1.07E-11,0,0
111111,1,7.58E-12,2,2.14022
111112,0,9.85E-10,0,0
111113,1,3.35E-11,72,91.1175
111114,1,2.70E-10,601,1780.3
111115,0,4.73E-11,0,0
111116,0,3.35E-11,0,0
111117,1,1.14E-09,59,77.2907
111118,0,1.56E-11,0,0
111119,1,7.53E-11,168,395.743
111120,0,1.48E-10,0,0
111121,1,2.15E-11,264,3084.35
111122,0,4.13E-10,0,0
111123,1,1.35E-09,0,0
111124,1,1.43E-10,306,650.019
111125,1,3.87E-11,4,4.16817
111126,1,2.15E-10,592,1437.82
111127,0,3.11E-10,0,0
111128,0,2.75E-10,0,0
111129,0,2.28E-11,0,0
111130,0,5.35E-10,0,0
111131,0,2.22E-09,0,0
111132,0,3.51E-11,0,0
111133,0,2.39E-10,0,0
111134,0,4.63E-11,0,0
111135,0,1.86E-09,0,0
111136,0,8.81E-10,0,0
111137,0,3.02E-10,0,0
111138,0,8.30E-12,0,0
111139,0,1.04E-11,0,0
111140,0,1.93E-11,0,0
111141,0,1.15E-10,0,0
111142,1,5.28E-11,158,321.999
111143,1,2.05E-09,1127,1698.48
111144,0,4.02E-10,0,0
111145,0,7.09E-11,0,0
111146,0,7.28E-11,0,0
111147,1,6.01E-10,57,91.5967
111148,1,2.10E-09,197,473.375
111149,0,2.85E-11,0,0
111150,1,1.37E-09,55,93.6242
111151,0,2.11E-10,0,0
111152,0,2.60E-10,0,0
111153,0,1.92E-09,0,0
111154,0,1.21E-09,0,0
111155,1,3.53E-11,150,318.835
111156,1,1.44E-11,8,9.0488
111157,0,2.64E-09,0,0
111158,0,2.37E-10,0,0
111159,1,4.21E-11,60,129.887
111160,0,9.44E-11,0,0
111161,0,1.13E-11,0,0
111162,0,1.30E-09,0,0
111163,0,3.92E-11,0,0
111164,1,2.16E-10,56,103.882
111165,0,1.39E-09,0,0
111166,1,8.17E-10,4,4.18198
111167,0,2.75E-11,0,0
111168,0,2.27E-11,0,0
111169,1,1.30E-10,143,327.195
111170,1,3.31E-11,149,565.437
111171,0,1.74E-10,0,0
111172,1,8.74E-10,91,148.962
111173,1,3.53E-11,321,2863.3
111174,0,2.72E-10,0,0
111175,1,1.61E-10,487,1324.44
111176,0,8.87E-10,0,0
111177,0,3.79E-10,0,0
111178,0,1.88E-09,0,0
111179,1,7.47E-12,52,114.068
111180,0,8.70E-10,0,0
111181,0,7.64E-10,0,0
111182,0,1.47E-11,0,0
111183,1,2.37E-09,305,707.59
111184,0,9.84E-11,0,0
111185,1,4.55E-11,30,44.177
111186,0,1.33E-10,0,0
111187,0,1.92E-10,0,0
111188,0,3.19E-11,0,0
111189,1,1.23E-09,0,0
111190,0,3.52E-11,0,0
111191,0,8.41E-12,0,0
111192,0,2.21E-09,0,0
111193,1,1.19E-11,294,1097.69
111194,0,9.52E-10,0,0
111195,1,2.22E-11,129,553.809
111196,0,4.90E-11,0,0
111197,0,1.27E-11,0,0
111198,0,5.40E-11,0,0
111199,0,9.21E-10,0,0
111200,0,4.80E-10,0,0
111201,1,1.21E-09,16,19.4478
111202,1,2.56E-10,121,138.263
111203,0,1.70E-11,0,0
111204,0,3.18E-11,0,0
111205,1,2.73E-11,110,402.379
111206,1,5.23E-11,150,679.692
111207,0,1.92E-09,0,0
111208,0,3.63E-10,0,0
111209,1,2.05E-09,269,700.288
111210,1,7.37E-12,126,379.629
111211,0,9.16E-10,0,0
111212,1,1.43E-11,91,254.507
111213,1,7.26E-12,14,21.5818
111214,1,1.43E-11,125,428.322
111215,0,1.69E-10,0,0
111216,0,2.47E-10,0,0
111217,0,5.83E-11,0,0
111218,0,8.53E-10,0,0
111219,0,8.51E-12,0,0
111220,0,8.14E-11,0,0
111221,0,6.63E-10,0,0
111222,1,2.19E-10,150,187.583
111223,0,3.37E-11,0,0
111224,0,2.73E-11,0,0
111225,1,7.42E-11,220,654.567
111226,0,5.73E-10,0,0
111227,0,7.69E-11,0,0
111228,0,2.09E-10,0,0
111229,1,8.17E-10,461,1053.88
111230,0,7.16E-12,0,0
111231,0,1.74E-10,0,0
111232,0,5.35E-10,0,0
111233,1,2.03E-09,157,269.389
111234,0,1.03E-09,0,0
111235,0,1.87E-10,0,0
111236,0,2.16E-11,0,0
111237,0,4.72E-10,0,0
111238,1,5.14E-10,140,170.173
111239,1,1.25E-09,818,2000.37
111240,1,9.67E-11,298,1082.41
111241,0,1.14E-10,0,0
111242,1,2.38E-11,212,567.248
111243,0,8.76E-11,0,0
111244,0,6.70E-11,0,0
111245,1,2.21E-09,108,179.499
111246,0,7.53E-11,0,0
111247,1,2.14E-11,164,1117.71
111248,0,7.37E-12,0,0
111249,0,1.69E-10,0,0
111250,0,2.29E-11,0,0
111251,1,9.30E-11,364,1534.01
111252,1,2.43E-10,24,32.7081
111253,0,2.39E-11,0,0
111254,1,2.60E-10,332,895.778
111255,1,1.19E-11,24,36.7817
111256,1,3.47E-11,198,1083.92
111257,0,1.69E-10,0,0
111258,1,7.78E-12,258,800.784
111259,0,2.09E-09,0,0
111260,1,1.27E-10,193,319.338
111261,0,1.22E-09,0,0
111262,1,1.45E-10,204,426.496
111263,0,1.05E-09,0,0
111264,1,2.62E-11,96,253.053
111265,0,1.07E-09,0,0
111266,1,1.13E-09,980,2595.57
111267,0,1.30E-11,0,0
111268,0,2.23E-11,0,0
111269,0,2.09E-09,0,0
111270,0,2.21E-09,0,0
111271,0,9.55E-12,0,0
111272,1,3.13E-10,0,0
111273,0,1.81E-11,0,0
111274,1,2.43E-09,86,200.358
111275,0,1.96E-10,0,0
111276,1,1.46E-11,45,55.1653
111277,0,2.31E-09,0,0
111278,0,1.09E-09,0,0
111279,1,1.41E-09,10,12.7251
111280,1,8.79E-10,319,462.901
111281,1,2.20E-11,18,20.9655
111282,1,1.06E-10,232,538.559
111283,0,2.98E-11,0,0
111284,1,3.07E-11,169,594.621
111285,0,3.19E-10,0,0
111286,0,1.52E-10,0,0
111287,0,8.79E-10,0,0
111288,1,9.70E-11,32,77.8825
111289,1,6.34E-10,52,75.765
111290,0,4.72E-11,0,0
111291,1,2.78E-11,129,283.78
111292,0,5.51E-11,0,0
111293,0,9.32E-10,0,0
111294,0,1.33E-11,0,0
111295,0,3.88E-10,0,0
111296,0,2.08E-10,0,0
111297,0,1.22E-11,0,0
111298,1,1.71E-11,72,154.419
111299,1,2.33E-10,0,0
111300,1,2.19E-11,183,437.931
111301,0,1.20E-10,0,0
111302,1,1.16E-09,146,431.733
111303,0,2.84E-10,0,0
111304,1,1.15E-10,0,0
111305,1,5.27E-10,522,1128.82
111306,1,3.95E-11,93,141.553
111307,0,3.18E-11,0,0
111308,0,1.17E-10,0,0
111309,1,6.62E-10,0,0
111310,1,8.09E-12,110,261.715
111311,0,2.18E-11,0,0
111312,1,4.60E-10,36,59.4967
111313,0,6.77E-10,0,0
111314,1,2.43E-11,0,0
111315,0,7.26E-12,0,0
111316,0,8.87E-10,0,0
111317,0,1.19E-09,0,0
111318,0,1.21E-09,0,0
111319,0,6.62E-11,0,0
111320,1,2.55E-09,80,87.508
111321,1,1.59E-10,0,0
111322,1,8.37E-11,7,8.06593
111323,0,2.07E-11,0,0
111324,1,9.85E-11,200,356.936
111325,0,1.48E-10,0,0
111326,0,2.12E-09,0,0
111327,0,7.86E-11,0,0
111328,1,1.37E-11,128,291.637
111329,0,3.03E-10,0,0
111330,0,2.05E-11,0,0
111331,1,7.27E-10,0,0
111332,0,8.17E-10,0,0
111333,0,2.58E-10,0,0
111334,1,1.10E-10,317,1699.57
111335,1,1.77E-10,376,750.614
111336,0,8.62E-10,0,0
111337,0,1.85E-09,0,0
111338,0,9.44E-12,0,0
111339,0,2.09E-09,0,0
111340,0,1.06E-11,0,0
111341,0,1.17E-10,0,0
111342,0,7.32E-10,0,0
111343,0,4.30E-11,0,0
111344,0,1.35E-11,0,0
111345,0,5.54E-10,0,0
111346,0,9.15E-10,0,0
111347,1,4.99E-11,32,82.6233
111348,1,1.97E-09,34,49.7024
111349,0,2.72E-11,0,0
111350,0,6.43E-10,0,0
111351,1,3.42E-11,136,315.346
111352,0,1.61E-11,0,0
111353,1,1.91E-11,71,113.348
111354,0,2.30E-10,0,0
111355,1,1.04E-09,25,55.9911
111356,0,9.31E-10,0,0
111357,1,4.62E-11,114,213.619
111358,0,4.84E-11,0,0
111359,1,8.73E-11,180,535.855
111360,0,7.16E-12,0,0
111361,0,3.33E-10,0,0
111362,0,2.49E-11,0,0
111363,0,1.42E-10,0,0
111364,0,7.03E-10,0,0
111365,0,1.72E-10,0,0
111366,0,5.14E-10,0,0
111367,0,6.99E-11,0,0
111368,0,6.63E-11,0,0
111369,1,1.30E-09,14,15.3631
111370,1,1.09E-09,0,0
111371,0,3.17E-11,0,0
111372,0,8.42E-10,0,0
111373,1,3.14E-11,154,253.703
111374,1,1.22E-11,69,142.525
111375,0,2.80E-11,0,0
111376,0,5.02E-10,0,0
111377,0,1.05E-09,0,0
111378,0,7.63E-10,0,0
111379,1,9.84E-11,249,538.084
111380,0,2.26E-09,0,0
111381,0,2.09E-09,0,0
111382,1,3.54E-10,503,1086.4
111383,0,1.31E-10,0,0
111384,0,8.25E-11,0,0
111385,0,8.25E-10,0,0
111386,0,2.16E-09,0,0
111387,0,3.13E-10,0,0
111388,1,1.00E-09,30,68.9918
111389,0,1.99E-09,0,0
111390,0,1.68E-10,0,0
111391,0,1.98E-10,0,0
111392,1,1.03E-11,75,107.108
111393,0,7.28E-10,0,0
111394,1,9.26E-10,401,592.485
111395,0,2.35E-09,0,0
111396,0,9.60E-10,0,0
111397,0,1.31E-11,0,0
111398,0,5.01E-11,0,0
111399,0,2.55E-11,0,0
111400,0,1.12E-09,0,0
111401,0,1.04E-11,0,0
111402,1,2.03E-09,387,729.457
111403,1,1.20E-10,230,450.321
111404,1,5.58E-11,72,195.25
111405,0,2.46E-11,0,0
111406,0,9.79E-10,0,0
111407,0,1.15E-11,0,0
111408,0,1.95E-09,0,0
111409,0,2.25E-11,0,0
111410,1,3.29E-10,0,0
111411,1,1.18E-11,163,378.169
111412,0,4.78E-11,0,0
111413,0,5.15E-11,0,0
111414,1,4.04E-10,367,710.285
111415,1,7.16E-12,101,234.025
111416,1,1.94E-10,352,680.818
111417,1,2.14E-09,323,672.516
111418,0,1.28E-09,0,0
111419,1,8.61E-12,141,582.967
111420,0,1.71E-11,0,0
111421,0,4.83E-10,0,0
111422,0,2.16E-11,0,0
111423,0,7.47E-11,0,0
111424,1,1.66E-10,389,859.458
111425,0,3.41E-10,0,0
111426,1,1.94E-10,89,197.347
111427,0,3.29E-11,0,0
111428,0,8.97E-10,0,0
111429,0,1.57E-11,0,0
111430,1,5.99E-10,0,0
111431,0,8.17E-10,0,0
111432,0,1.28E-09,0,0
111433,1,6.35E-10,274,2078.69
111434,1,2.04E-09,69,140.394
111435,0,2.32E-11,0,0
111436,0,2.03E-09,0,0
111437,1,1.18E-10,488,3777.18
111438,0,1.99E-09,0,0
111439,1,1.90E-10,0,0
111440,1,3.81E-10,536,1156.95
111441,1,4.58E-11,130,179.235
111442,0,5.15E-10,0,0
111443,1,3.22E-10,224,320.589
111444,1,7.64E-10,16,17.8026
111445,1,2.43E-09,364,1426.57
111446,1,2.01E-10,23,28.4787
111447,0,2.15E-09,0,0
111448,0,7.90E-11,0,0
111449,1,1.22E-11,36,62.4225
111450,1,1.98E-11,53,76.0057
111451,0,3.61E-10,0,0
111452,0,2.36E-11,0,0
111453,0,3.94E-11,0,0
111454,0,8.82E-12,0,0
111455,1,4.63E-10,550,2122.37
111456,0,9.41E-11,0,0
111457,1,6.93E-10,170,244.475
111458,0,1.07E-11,0,0
111459,0,8.84E-11,0,0
111460,1,1.11E-10,95,114.757
111461,1,2.31E-10,457,1445.58
111462,1,1.33E-10,275,493.366
111463,0,1.23E-09,0,0
111464,0,1.09E-11,0,0
111465,1,9.21E-11,56,100.576
111466,1,5.12E-10,0,0
111467,0,2.07E-11,0,0
111468,1,3.03E-11,87,164.162
111469,0,4.49E-11,0,0
111470,0,2.22E-11,0,0
111471,0,6.62E-10,0,0
111472,0,1.86E-11,0,0
111473,0,4.71E-11,0,0
111474,0,8.20E-12,0,0
111475,0,4.72E-11,0,0
111476,0,1.84E-09,0,0
111477,0,1.85E-11,0,0
111478,0,1.17E-10,0,0
111479,0,2.11E-09,0,0
111480,1,2.22E-09,132,290.954
111481,0,3.29E-11,0,0
111482,1,3.20E-11,91,134.686
111483,0,1.90E-10,0,0
111484,0,1.37E-09,0,0
111485,1,1.30E-10,220,446.101
111486,0,1.66E-11,0,0
111487,0,1.38E-11,0,0
111488,1,2.97E-10,48,134.597
111489,0,2.49E-09,0,0
111490,0,2.40E-10,0,0
111491,1,2.00E-09,50,72.4908
111492,0,1.11E-11,0,0
111493,1,1.14E-11,86,196.929
111494,0,2.09E-09,0,0
111495,1,1.09E-09,40,61.937
111496,0,5.31E-11,0,0
111497,0,2.23E-09,0,0
111498,1,7.31E-11,241,629.653
111499,0,1.74E-10,0,0
111500,0,1.89E-09,0,0
111501,0,6.99E-10,0,0
111502,1,5.79E-11,159,471.95
111503,1,6.03E-10,6,6.40089
111504,0,9.81E-11,0,0
111505,0,2.14E-09,0,0
111506,0,2.76E-10,0,0
111507,0,3.42E-11,0,0
111508,0,1.06E-09,0,0
111509,1,2.74E-11,76,159.116
111510,0,5.99E-10,0,0
111511,1,8.82E-12,72,139.19
111512,0,2.03E-11,0,0
111513,0,1.34E-09,0,0
111514,1,1.43E-09,129,239.071
111515,1,4.67E-11,58,65.0142
111516,1,1.81E-11,328,9504.45
111517,0,9.12E-10,0,0
111518,0,2.27E-10,0,0
111519,1,1.34E-09,2,2.00831
111520,0,1.11E-09,0,0
111521,0,5.52E-11,0,0
111522,0,7.32E-10,0,0
111523,0,3.79E-10,0,0
111524,0,2.18E-09,0,0
111525,1,2.26E-11,141,253.489
111526,0,1.20E-11,0,0
111527,0,7.89E-11,0,0
111528,1,4.20E-11,60,74.3107
111529,1,1.01E-09,39,63.2928
111530,0,1.55E-11,0,0
111531,0,6.85E-12,0,0
111532,0,2.85E-11,0,0
111533,0,1.21E-09,0,0
111534,0,2.25E-11,0,0
111535,0,2.64E-10,0,0
111536,1,8.58E-10,39,79.1271
111537,1,1.17E-11,153,478.922
111538,1,1.95E-11,88,146.711
111539,0,1.30E-10,0,0
111540,1,1.23E-10,207,600.272
111541,1,2.57E-09,2612,24858.6
111542,0,1.45E-11,0,0
111543,1,4.20E-11,156,378.235
111544,1,4.79E-10,615,2835.54
111545,0,2.43E-10,0,0
111546,0,9.40E-10,0,0
111547,1,2.51E-11,119,284.997
111548,0,1.04E-09,0,0
111549,1,3.58E-11,372,1436.13
111550,0,1.96E-09,0,0
111551,0,2.70E-11,0,0
111552,0,1.86E-09,0,0
111553,0,8.17E-10,0,0
111554,0,5.56E-10,0,0
111555,0,3.59E-11,0,0
111556,0,7.88E-11,0,0
111557,0,1.99E-09,0,0
111558,0,3.87E-11,0,0
111559,1,3.09E-11,425,37355.1
111560,0,1.23E-09,0,0
111561,0,1.82E-10,0,0
111562,0,5.99E-10,0,0
111563,0,1.46E-09,0,0
111564,1,4.68E-11,199,445.693
111565,0,1.09E-10,0,0
111566,0,8.26E-11,0,0
111567,0,2.67E-11,0,0
111568,1,1.20E-11,0,0
111569,0,9.20E-10,0,0
111570,0,5.04E-11,0,0
111571,1,1.54E-10,381,1453.62
111572,1,6.28E-11,590,7729.4
111573,0,3.61E-11,0,0
111574,0,1.20E-09,0,0
111575,0,1.46E-11,0,0
111576,0,1.30E-09,0,0
111577,0,8.58E-10,0,0
111578,1,2.58E-10,312,745.981
111579,1,7.06E-10,164,1078.06
111580,0,7.98E-10,0,0
111581,0,4.11E-10,0,0
111582,1,9.21E-10,430,805.372
111583,1,7.45E-11,150,258.719
111584,1,6.20E-10,355,713.088
111585,0,3.39E-11,0,0
111586,0,5.06E-10,0,0
111587,0,9.97E-10,0,0
111588,1,2.03E-11,111,175.212
111589,0,1.99E-09,0,0
111590,0,1.69E-10,0,0
111591,0,3.15E-11,0,0
111592,1,3.95E-10,104,190.964
111593,0,1.93E-11,0,0
111594,0,1.53E-11,0,0
111595,1,1.21E-11,0,0
111596,0,1.39E-10,0,0
111597,1,6.83E-10,269,547.05
111598,0,1.31E-10,0,0
111599,0,1.07E-09,0,0
111600,1,1.96E-10,166,358.086
111601,0,1.19E-11,0,0
111602,0,2.49E-09,0,0
111603,0,1.75E-11,0,0
111604,0,2.56E-10,0,0
111605,0,2.28E-10,0,0
111606,1,1.15E-11,14,23.8633
111607,0,6.28E-11,0,0
111608,1,1.41E-11,90,351.805
111609,0,3.23E-11,0,0
111610,1,1.13E-09,679,1480.26
111611,0,3.59E-11,0,0
111612,1,7.43E-11,241,830.5
111613,1,1.82E-10,14,17.5817
111614,0,2.38E-10,0,0
111615,0,1.65E-11,0,0
111616,1,3.28E-10,296,841.952
111617,1,1.99E-10,544,3035
111618,0,5.16E-11,0,0
111619,0,8.16E-11,0,0
111620,0,6.24E-10,0,0
111621,0,1.51E-10,0,0
111622,1,8.92E-12,8,8.22156
111623,1,1.36E-09,137,366.813
111624,0,5.01E-11,0,0
111625,1,8.09E-12,84,286.099
111626,0,1.25E-11,0,0
111627,1,8.25E-10,181,231.5
111628,1,3.53E-11,665,3806.68
111629,0,1.92E-10,0,0
111630,0,7.16E-12,0,0
111631,1,1.26E-10,194,375.877
111632,0,4.19E-11,0,0
111633,0,9.40E-10,0,0
111634,0,1.48E-10,0,0
111635,1,1.50E-10,401,1444.67
111636,0,1.78E-10,0,0
111637,0,2.49E-09,0,0
111638,1,8.41E-12,18,21.4064
111639,1,1.27E-11,97,183.647
111640,0,2.07E-11,0,0
111641,1,5.34E-10,1257,19844.4
111642,1,1.15E-10,291,914.932
111643,1,7.26E-12,4,4.59855
111644,1,1.15E-11,119,260.481
111645,0,3.58E-10,0,0
111646,0,9.35E-10,0,0
111647,0,8.61E-12,0,0
111648,1,9.70E-10,216,363.151
111649,0,4.48E-11,0,0
111650,1,2.22E-11,66,115.436
111651,1,2.26E-11,79,100.919
111652,0,1.16E-11,0,0
111653,0,2.03E-10,0,0
111654,1,2.83E-11,86,110.607
111655,0,1.86E-09,0,0
111656,1,2.52E-10,40,62.9073
111657,0,3.20E-11,0,0
111658,0,3.36E-11,0,0
111659,0,8.74E-10,0,0
111660,0,2.31E-11,0,0
111661,1,4.43E-11,76,154.019
111662,0,1.90E-09,0,0
111663,0,5.05E-11,0,0
111664,0,2.13E-09,0,0
111665,1,1.21E-11,52,72.7751
111666,0,1.44E-10,0,0
111667,0,1.68E-09,0,0
111668,0,1.11E-10,0,0
111669,1,3.01E-10,0,0
111670,1,6.34E-10,155,207.403
111671,0,3.56E-11,0,0
111672,1,1.98E-09,1691,3585.12
111673,0,8.55E-11,0,0
111674,0,8.41E-10,0,0
111675,0,9.60E-11,0,0
111676,1,4.99E-11,144,271.679
111677,1,4.66E-11,146,388.143
111678,0,5.99E-10,0,0
111679,0,8.85E-11,0,0
111680,0,1.29E-11,0,0
111681,1,1.92E-11,98,265.799
111682,0,5.57E-10,0,0
111683,0,3.02E-10,0,0
111684,0,2.40E-10,0,0
111685,0,2.21E-09,0,0
111686,1,5.65E-11,113,151.487
111687,0,2.23E-09,0,0
111688,0,1.54E-11,0,0
111689,1,4.69E-11,265,955.931
111690,0,1.98E-09,0,0
111691,1,2.47E-09,20,29.008
111692,0,6.04E-11,0,0
111693,1,2.04E-11,158,770.037
111694,1,2.84E-10,7,7.68376
111695,1,1.29E-10,289,1005.81
111696,1,1.53E-11,95,200.151
111697,0,6.94E-11,0,0
111698,0,2.21E-11,0,0
111699,0,1.77E-10,0,0
111700,0,3.20E-11,0,0
111701,1,6.43E-11,65,257.324
111702,1,7.94E-11,220,553.196
111703,1,1.05E-11,0,0
111704,1,3.24E-11,50,119.273
111705,1,1.85E-09,82,176.022
111706,0,2.04E-09,0,0
111707,1,7.41E-11,174,309.413
111708,1,1.79E-10,462,1915.27
111709,0,8.65E-11,0,0
111710,0,7.16E-12,0,0
111711,0,3.73E-11,0,0
111712,0,8.53E-10,0,0
111713,1,1.29E-11,82,190.488
111714,0,2.31E-09,0,0
111715,0,1.35E-09,0,0
111716,1,2.58E-10,203,584.748
111717,0,5.31E-11,0,0
111718,0,2.24E-09,0,0
111719,0,2.70E-11,0,0
111720,0,3.06E-10,0,0
111721,1,2.87E-09,90,201.116
111722,1,1.22E-10,153,227.153
111723,0,1.28E-10,0,0
111724,0,5.10E-10,0,0
111725,0,5.27E-11,0,0
111726,0,7.14E-10,0,0
111727,0,1.35E-09,0,0
111728,0,6.17E-11,0,0
111729,0,2.31E-11,0,0
111730,0,1.80E-11,0,0
111731,1,1.91E-09,75,110.867
111732,0,4.09E-10,0,0
111733,0,3.77E-11,0,0
111734,0,1.55E-11,0,0
111735,0,2.39E-10,0,0
111736,0,1.44E-09,0,0
111737,0,1.23E-10,0,0
111738,0,9.89E-11,0,0
111739,1,7.47E-12,33,55.421
111740,0,2.14E-09,0,0
111741,0,3.36E-10,0,0
111742,1,1.31E-09,47,53.7582
111743,0,1.24E-10,0,0
111744,0,2.50E-11,0,0
111745,1,8.14E-11,1,1.00252
111746,0,1.40E-11,0,0
111747,0,3.67E-11,0,0
111748,0,2.52E-10,0,0
111749,1,1.25E-09,32,36.9443
111750,0,2.39E-11,0,0
111751,1,6.28E-10,29,37.4429
111752,0,1.29E-10,0,0
111753,0,8.17E-10,0,0
111754,0,6.90E-10,0,0
111755,1,1.84E-09,114,174.36
111756,0,2.45E-11,0,0
111757,1,8.62E-11,234,633.165
111758,1,1.96E-09,64,131.57
111759,1,3.47E-11,138,423.992
111760,1,1.13E-09,891,2324.1
111761,1,1.34E-11,79,182.669
111762,0,7.26E-10,0,0
111763,1,1.22E-09,45,125.772
111764,1,1.05E-09,664,1653.03
111765,0,7.67E-11,0,0
111766,0,7.91E-11,0,0
111767,0,7.26E-12,0,0
111768,0,2.11E-09,0,0
111769,0,7.68E-12,0,0
111770,0,5.81E-11,0,0
111771,1,6.18E-10,15,21.9085
111772,0,4.03E-10,0,0
111773,1,8.17E-10,39,75.6089
111774,0,2.65E-10,0,0
111775,0,4.15E-11,0,0
111776,0,1.47E-10,0,0
111777,0,1.56E-10,0,0
111778,1,2.36E-10,30,39.5888
111779,0,1.18E-10,0,0
111780,1,2.20E-11,34,48.5071
111781,1,4.92E-11,34,82.3279
111782,0,1.89E-11,0,0
111783,0,2.23E-09,0,0
111784,1,1.97E-09,88,140.565
111785,0,8.80E-10,0,0
111786,1,1.03E-11,137,261.409
111787,0,1.62E-11,0,0
111788,0,8.84E-10,0,0
111789,1,4.57E-10,0,0
111790,1,8.61E-12,59,152.357
111791,1,8.20E-12,89,269.501
111792,0,6.43E-10,0,0
111793,1,2.09E-09,49,95.6677
111794,0,2.93E-11,0,0
111795,0,6.75E-12,0,0
111796,1,8.82E-12,38,74.4888
111797,0,1.88E-10,0,0
111798,0,8.77E-11,0,0
111799,0,5.49E-10,0,0
111800,0,8.52E-10,0,0
111801,0,3.34E-10,0,0
111802,0,2.66E-11,0,0
111803,1,2.84E-10,279,529.609
111804,0,4.02E-11,0,0
111805,0,1.05E-11,0,0
111806,1,8.48E-11,128,186.026
111807,1,3.32E-10,420,1251.79
111808,0,2.32E-10,0,0
111809,1,7.46E-10,771,2535.6
111810,1,1.44E-09,765,1704.1
111811,1,6.34E-11,7,10.7351
111812,1,1.95E-10,558,1194.78
111813,0,2.18E-11,0,0
111814,1,1.90E-11,71,97.1856
111815,1,8.10E-11,179,444.108
111816,1,5.78E-11,178,317.579
111817,0,2.95E-10,0,0
111818,0,4.36E-10,0,0
111819,0,1.92E-11,0,0
111820,1,1.62E-10,33,90.0154
111821,0,7.45E-10,0,0
111822,0,1.07E-11,0,0
111823,1,1.22E-09,95,186.207
111824,1,1.88E-09,39,74.3213
111825,0,4.22E-11,0,0
111826,0,7.47E-12,0,0
111827,1,2.01E-09,835,1668.98
111828,1,7.58E-12,181,484.421
111829,1,1.22E-10,336,1245.33
111830,1,8.40E-10,18,30.8844
111831,0,4.69E-11,0,0
111832,1,2.00E-10,230,506.487
111833,0,6.08E-11,0,0
111834,1,2.19E-11,116,217.859
111835,0,1.33E-11,0,0
111836,1,4.16E-11,64,140.159
111837,0,2.09E-09,0,0
111838,0,1.20E-09,0,0
